customer_id,location_number,latitude,longitude
02SFNJH,0,1.6823915384615755,-78.7897371818186
02SFNJH,1,1.6791365450962032,0.7668233053886399
02SFNJH,2,-0.4986483973653315,0.6612414365454651
RU43CXC,0,0.10085325202709132,0.4381654655391504
BDFBPRD,0,2.523125243914389,0.7334637242284848
WMGKW6W,0,12.66341321723571,-1.4299192001874068
NDYLK9A,0,-0.20327980769232126,-78.56688511363677
NDYLK9A,1,-0.20437114344229612,0.4355927487568152
PB2B28D,0,2.5756051968780787,0.7082701813272576
U9YKW1T,0,0.1000169880961674,0.0043574215499831105
GC6WIE3,0,0.875032932008317,0.5365400531075206
K9BE00O,0,-0.8204825849423131,-0.12150308117045742
AY5F3Q6,0,-0.2328497155092143,0.8312066210941839
4YWW8U8,0,-0.2096115384615532,0.2725356818181831
4YWW8U8,1,-0.5755555773730608,0.23655484884177785
393VD80,0,-0.2453959615384477,-78.56190775000042
393VD80,1,-0.24858500001925776,0.8255716590909121
393VD80,2,1.7764091758879548,0.7249986956305003
CYDS6WV,0,0.2949077822307549,0.3734099295999972
HTIXECY,0,0.27175596153845955,-78.62302570454588
HTIXECY,1,0.7288572179808029,0.5216224720386294
J5B49B8,0,-0.5020729209203852,0.10923733530624437
JD179G0,0,-1.2560592005769382,-0.09039963443182633
UX1LKED,0,-1.744332069626786,-0.3498256335204193
MRF3NLR,0,0.07537115384614937,0.0005681818181845341
FQ6BD1J,0,-0.9431496153846544,-78.47944595454588
FQ6BD1J,1,0.04350696934616008,-0.008501391904548405
8S4TR8P,0,-0.3069103846153569,-78.55463786363677
8S4TR8P,1,-0.3030295619615582,0.6885944994204449
8S4TR8P,2,-0.2572492152307305,0.5351635424340915
8S4TR8P,3,-0.4066493339233605,0.6331922816876427
WEW8WR3,0,-0.9367480769230778,-78.48020250000042
WEW8WR3,1,-0.8967209075053987,0.1460546160286092
QPS70WF,0,-0.19678923076921787,-78.56765218181859
QPS70WF,1,-0.1968149700337496,0.5358352112499141
O66VIR7,0,13.61905964812695,-1.4276248446919817
MBO1JU9,0,0.6504173076923268,-78.6677765909095
NUP6MJE,0,-0.8387526923076987,-78.49178377272767
YUET89W,0,-1.0944400995957628,0.10125029561194172
R8SXYD0,0,0.12783461538458804,0.5435047727272645
2KH6OSP,0,-0.031379615384626164,-78.5872005909095
2KH6OSP,1,-1.8660211538461853,-0.003983181818205289
2KH6OSP,2,-0.03244786588458178,0.6199950927772784
XGE7RDS,0,-0.0595175000000294,-78.58387520454585
XGE7RDS,1,-0.058052191923034215,-0.008462808565907191
XGE7RDS,2,-0.03539711038461736,0.020762422950003842
MWCJAZ1,0,-0.0936483689231509,-0.007678060415921652
P9PGO2N,0,0.04605461538463299,-78.59635190909133
P9PGO2N,1,-0.12405615384613396,-78.57624790909134
P9PGO2N,2,-0.8620942307692151,-78.48902522727312
P9PGO2N,3,-0.1210958780000054,-0.005733839875012686
3H2T1BZ,0,-0.605526730769212,-78.5193468409095
3H2T1BZ,1,-0.4314233291346067,0.7786938861250007
3H2T1BZ,2,-0.6036378990498038,0.7372990509976456
C09U37P,0,-1.4348796153846304,-78.4213324090913
C09U37P,1,-1.4378352613077157,-0.029248724479542063
KQ83228,0,-1.1798715384615186,-78.45146972727314
AFO9DXF,0,0.1602836538461455,-78.60985170454586
AFO9DXF,1,0.1576418784230439,0.5187822324590864
UVI4WJ1,0,0.030414038461524774,-78.59450347727314
UVI4WJ1,1,-0.5267711538461606,-78.52865431818222
UVI4WJ1,2,0.030472457923066562,0.00023079749999639878
IINNUEK,0,-0.586738807500713,0.14081535517622976
T4K1PCQ,0,-0.6570807692307719,-78.5132540909095
T4K1PCQ,1,-0.6565288446730911,0.8676474995681891
9NUOTF0,0,-1.9269034222307408,0.003930287734086546
9NUOTF0,1,-1.2284615384615,-0.11649727272727192
9NUOTF0,2,0.0008711538461543505,0.4873872727272683
82U1W6V,0,-1.1542201923076751,-78.4545012500004
7SI55PG,0,-0.12685576923057598,0.6028402954545018
P8K43OP,0,-0.4446165539598475,0.0894325741312525
IHVLOYG,0,-0.12073211538462532,-78.57664075000042
IHVLOYG,1,-1.2699784529450169,0.088583217449506
1CWKZMW,0,-0.6844311325371556,0.739482203315383
Z7UDW2C,0,-0.4010257448461487,0.04188889948636342
J40Y4O3,0,0.2536134615384321,-78.6208815909095
BWXS6P5,0,0.03580734217305394,0.6292964795772866
476VE6Z,0,-0.7789266365614509,0.2319249280474537
9C9M88T,0,0.06626556761542224,-0.009583958781837687
6QBK6AC,0,0.6118953901850461,0.5416088185527259
L1NOLK9,0,12.622399283234826,-1.4541589021682853
QYP289E,0,0.15759843224954745,0.4523125941102978
OVXWFT1,0,0.5948980769230726,-78.66121522727312
OVXWFT1,1,-0.3824305769230784,-78.5457127500004
OVXWFT1,2,0.5948347768845627,0.5106965547659241
OVXWFT1,3,-0.3907489731910869,0.6431692913174624
52ZNRWH,0,-1.264831153846134,-78.44142904545495
YM39DF1,0,-1.5009365384615516,0.041014090909092416
KXMA33E,0,-2.1817447767152633,-0.6227533546361127
2HCXH0Y,0,0.6443365384615514,0.5637254545454595
M1Z6RLM,0,-1.2540594230769675,-78.44270206818223
M1Z6RLM,1,-1.2531093951539023,-0.04143909013635383
M1Z6RLM,2,0.2767162307499699,0.3007676051227179
M1Z6RLM,3,0.1342572945751269,0.049059994518769384
6YA9PQX,0,-0.6153447959192888,0.7486086744078083
6YA9PQX,1,-0.5041011420600048,0.6623508957299314
H148LZ3,0,-0.2462948452693153,0.7793783784931765
6CZCAST,0,0.5844895071731114,0.4784483208113527
6CZCAST,1,-0.4348522744038689,0.7342510517568136
KYB6NMT,0,-0.5159577195298485,0.17272430793806873
40J25PH,0,0.028694038461524837,-78.59430020454586
40J25PH,1,-0.03800412667313982,-0.0039307626818282865
VE588ND,0,-0.12507153846156488,-78.57612790909131
VE588ND,1,-0.12334399671150288,0.6060284359272862
0II5U7A,0,-0.09532021675003023,-0.004317283222719182
F4S32I3,0,-0.5008932990961642,0.6709408224977347
F4S32I3,1,-0.2847765454870631,0.7310796806543257
DTBH6KG,0,-0.447109038461512,-78.53806893181859
ED5IA8H,0,-0.12902760416804088,0.00318812443451062
026DLQY,0,-1.0692709615384834,-78.46454070454588
026DLQY,1,-0.6871286538461817,-78.50970297727314
026DLQY,2,0.03856365384617836,-78.59546661363677
30Q7VES,0,-0.5555676839542398,-0.15045497182351927
JHUJILJ,0,1.6297508846154043,0.5833596590909126
WGBP82V,0,0.7216819875167958,0.09261628943269637
Y6ZNCOS,0,-0.29198481333285786,0.0466574362733111
Y6ZNCOS,1,0.10004371323157124,0.8720912587913606
6LGNE1B,0,-0.21482354467743373,0.2697890326380866
6LGNE1B,1,-0.5936886976613802,0.2215008884668323
EGR2GT8,0,-0.863635637976558,-78.48884306096681
EGR2GT8,1,-0.8667214655158311,0.10357066533011104
QZNR6PF,0,-0.007882884615421228,-78.58997747727312
QZNR6PF,1,-0.2694286538461876,-78.55906752272767
QZNR6PF,2,0.13777326923075328,-78.60719138636405
QZNR6PF,3,-0.239492706980787,0.8588288254863498
QZNR6PF,4,-0.23978903846157645,0.6618158181818116
QZNR6PF,5,-0.4352172816397923,0.645123798738842
H1B92X6,0,-1.1592115107884609,-0.1413913232477372
MNS1CJH,0,-0.2770903909310302,0.14048598435793355
MNS1CJH,1,0.01018652108284966,0.526299653405508
3KB6E1L,0,-0.552956153846177,-78.52555972727312
U7L8BJO,0,-0.556749354904048,0.08814252303406514
71JC99K,0,1.9368832692307516,-78.81981347727312
V6EL9F1,0,0.5503792307692011,-78.65595390909131
V6EL9F1,1,-0.1269849999999779,-78.57590177272769
